path,corpus,speaker,split,orig_label,emotion,label_idx
data\raw\cremad\AudioWAV\1030_TIE_FEA_XX.wav,cremad,1030,,FEA,fear,2
data\raw\cremad\AudioWAV\1030_TIE_HAP_XX.wav,cremad,1030,,HAP,happy,3
data\raw\cremad\AudioWAV\1030_TIE_NEU_XX.wav,cremad,1030,,NEU,neutral,4
data\raw\cremad\AudioWAV\1030_TIE_SAD_XX.wav,cremad,1030,,SAD,sad,5
data\raw\cremad\AudioWAV\1030_TSI_ANG_XX.wav,cremad,1030,,ANG,angry,0
data\raw\cremad\AudioWAV\1030_TSI_DIS_XX.wav,cremad,1030,,DIS,disgust,1
data\raw\cremad\AudioWAV\1030_TSI_FEA_XX.wav,cremad,1030,,FEA,fear,2
data\raw\cremad\AudioWAV\1030_TSI_HAP_XX.wav,cremad,1030,,HAP,happy,3
data\raw\cremad\AudioWAV\1030_TSI_NEU_XX.wav,cremad,1030,,NEU,neutral,4
data\raw\cremad\AudioWAV\1030_TSI_SAD_XX.wav,cremad,1030,,SAD,sad,5
data\raw\cremad\AudioWAV\1030_WSI_ANG_XX.wav,cremad,1030,,ANG,angry,0
data\raw\cremad\AudioWAV\1030_WSI_DIS_XX.wav,cremad,1030,,DIS,disgust,1
data\raw\cremad\AudioWAV\1030_WSI_FEA_XX.wav,cremad,1030,,FEA,fear,2
data\raw\cremad\AudioWAV\1030_WSI_HAP_XX.wav,cremad,1030,,HAP,happy,3
data\raw\cremad\AudioWAV\1030_WSI_NEU_XX.wav,cremad,1030,,NEU,neutral,4
data\raw\cremad\AudioWAV\1030_WSI_SAD_XX.wav,cremad,1030,,SAD,sad,5
data\raw\cremad\AudioWAV\1031_DFA_ANG_XX.wav,cremad,1031,,ANG,angry,0
data\raw\cremad\AudioWAV\1031_DFA_DIS_XX.wav,cremad,1031,,DIS,disgust,1
data\raw\cremad\AudioWAV\1031_DFA_FEA_XX.wav,cremad,1031,,FEA,fear,2
data\raw\cremad\AudioWAV\1031_DFA_HAP_XX.wav,cremad,1031,,HAP,happy,3
data\raw\cremad\AudioWAV\1031_DFA_NEU_XX.wav,cremad,1031,,NEU,neutral,4
data\raw\cremad\AudioWAV\1031_DFA_SAD_XX.wav,cremad,1031,,SAD,sad,5
data\raw\cremad\AudioWAV\1031_IEO_ANG_HI.wav,cremad,1031,,ANG,angry,0
data\raw\cremad\AudioWAV\1031_IEO_ANG_LO.wav,cremad,1031,,ANG,angry,0
data\raw\cremad\AudioWAV\1031_IEO_ANG_MD.wav,cremad,1031,,ANG,angry,0
data\raw\cremad\AudioWAV\1031_IEO_DIS_HI.wav,cremad,1031,,DIS,disgust,1
data\raw\cremad\AudioWAV\1031_IEO_DIS_LO.wav,cremad,1031,,DIS,disgust,1
data\raw\cremad\AudioWAV\1031_IEO_DIS_MD.wav,cremad,1031,,DIS,disgust,1
data\raw\cremad\AudioWAV\1031_IEO_FEA_HI.wav,cremad,1031,,FEA,fear,2
data\raw\cremad\AudioWAV\1031_IEO_FEA_LO.wav,cremad,1031,,FEA,fear,2
data\raw\cremad\AudioWAV\1031_IEO_FEA_MD.wav,cremad,1031,,FEA,fear,2
data\raw\cremad\AudioWAV\1031_IEO_HAP_HI.wav,cremad,1031,,HAP,happy,3
data\raw\cremad\AudioWAV\1031_IEO_HAP_LO.wav,cremad,1031,,HAP,happy,3
data\raw\cremad\AudioWAV\1031_IEO_HAP_MD.wav,cremad,1031,,HAP,happy,3
data\raw\cremad\AudioWAV\1031_IEO_NEU_XX.wav,cremad,1031,,NEU,neutral,4
data\raw\cremad\AudioWAV\1031_IEO_SAD_HI.wav,cremad,1031,,SAD,sad,5
data\raw\cremad\AudioWAV\1031_IEO_SAD_LO.wav,cremad,1031,,SAD,sad,5
data\raw\cremad\AudioWAV\1031_IEO_SAD_MD.wav,cremad,1031,,SAD,sad,5
data\raw\cremad\AudioWAV\1031_IOM_ANG_XX.wav,cremad,1031,,ANG,angry,0
data\raw\cremad\AudioWAV\1031_IOM_DIS_XX.wav,cremad,1031,,DIS,disgust,1
data\raw\cremad\AudioWAV\1031_IOM_FEA_XX.wav,cremad,1031,,FEA,fear,2
data\raw\cremad\AudioWAV\1031_IOM_HAP_XX.wav,cremad,1031,,HAP,happy,3
data\raw\cremad\AudioWAV\1031_IOM_NEU_XX.wav,cremad,1031,,NEU,neutral,4
data\raw\cremad\AudioWAV\1031_IOM_SAD_XX.wav,cremad,1031,,SAD,sad,5
data\raw\cremad\AudioWAV\1031_ITH_ANG_XX.wav,cremad,1031,,ANG,angry,0
data\raw\cremad\AudioWAV\1031_ITH_DIS_XX.wav,cremad,1031,,DIS,disgust,1
data\raw\cremad\AudioWAV\1031_ITH_FEA_XX.wav,cremad,1031,,FEA,fear,2
data\raw\cremad\AudioWAV\1031_ITH_HAP_XX.wav,cremad,1031,,HAP,happy,3
data\raw\cremad\AudioWAV\1031_ITH_NEU_XX.wav,cremad,1031,,NEU,neutral,4
data\raw\cremad\AudioWAV\1031_ITH_SAD_XX.wav,cremad,1031,,SAD,sad,5
data\raw\cremad\AudioWAV\1031_ITS_ANG_XX.wav,cremad,1031,,ANG,angry,0
data\raw\cremad\AudioWAV\1031_ITS_DIS_XX.wav,cremad,1031,,DIS,disgust,1
data\raw\cremad\AudioWAV\1031_ITS_FEA_XX.wav,cremad,1031,,FEA,fear,2
data\raw\cremad\AudioWAV\1031_ITS_HAP_XX.wav,cremad,1031,,HAP,happy,3
data\raw\cremad\AudioWAV\1031_ITS_NEU_XX.wav,cremad,1031,,NEU,neutral,4
data\raw\meld\audio\train\dia521_utt3.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\test\dia64_utt3.wav,meld,Ross,test,anger,angry,0
data\raw\meld\audio\train\dia167_utt6.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia138_utt11.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia445_utt17.wav,meld,Dr. Green,train,anger,angry,0
data\raw\meld\audio\test\dia84_utt1.wav,meld,Joey,test,anger,angry,0
data\raw\meld\audio\test\dia34_utt17.wav,meld,Monica,test,anger,angry,0
data\raw\meld\audio\train\dia237_utt5.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia482_utt2.wav,meld,The Fireman,train,anger,angry,0
data\raw\meld\audio\train\dia295_utt9.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia512_utt10.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia351_utt9.wav,meld,Dr. Green,train,anger,angry,0
data\raw\meld\audio\train\dia676_utt14.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\test\dia252_utt3.wav,meld,Ross,test,anger,angry,0
data\raw\meld\audio\train\dia876_utt1.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia51_utt7.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia29_utt7.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia1007_utt10.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia358_utt9.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia304_utt10.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\dev\dia24_utt7.wav,meld,Joey,dev,anger,angry,0
data\raw\meld\audio\train\dia576_utt10.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\test\dia234_utt4.wav,meld,Tommy,test,anger,angry,0
data\raw\meld\audio\dev\dia19_utt9.wav,meld,Ross,dev,anger,angry,0
data\raw\meld\audio\train\dia29_utt6.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia994_utt6.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia530_utt7.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia786_utt3.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia295_utt18.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\test\dia259_utt13.wav,meld,Monica,test,anger,angry,0
data\raw\meld\audio\train\dia54_utt7.wav,meld,Dina,train,anger,angry,0
data\raw\meld\audio\train\dia395_utt0.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\test\dia64_utt2.wav,meld,Chandler,test,anger,angry,0
data\raw\meld\audio\test\dia264_utt0.wav,meld,Joey,test,anger,angry,0
data\raw\meld\audio\test\dia166_utt1.wav,meld,Joey,test,anger,angry,0
data\raw\meld\audio\train\dia524_utt11.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia513_utt3.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia236_utt15.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\test\dia41_utt4.wav,meld,Rachel,test,anger,angry,0
data\raw\meld\audio\train\dia173_utt4.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia256_utt11.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia496_utt12.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia555_utt3.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia17_utt0.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia354_utt14.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia29_utt10.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia437_utt0.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia91_utt0.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia679_utt13.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\test\dia72_utt13.wav,meld,Rachel,test,anger,angry,0
data\raw\meld\audio\train\dia902_utt15.wav,meld,Mr. Geller,train,anger,angry,0
data\raw\meld\audio\dev\dia5_utt4.wav,meld,Ross,dev,anger,angry,0
data\raw\meld\audio\test\dia204_utt6.wav,meld,Monica,test,anger,angry,0
data\raw\meld\audio\train\dia395_utt6.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia935_utt2.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia1022_utt8.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia254_utt4.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia328_utt4.wav,meld,Jill,train,anger,angry,0
data\raw\meld\audio\train\dia554_utt0.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia841_utt8.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia869_utt3.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia54_utt2.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia1022_utt10.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia996_utt15.wav,meld,Emily,train,anger,angry,0
data\raw\meld\audio\train\dia745_utt9.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia50_utt1.wav,meld,Wayne,train,anger,angry,0
data\raw\meld\audio\test\dia109_utt2.wav,meld,Janice,test,anger,angry,0
data\raw\meld\audio\train\dia295_utt6.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia755_utt5.wav,meld,Girl,train,anger,angry,0
data\raw\meld\audio\train\dia596_utt19.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\test\dia28_utt15.wav,meld,Phoebe,test,anger,angry,0
data\raw\meld\audio\train\dia633_utt9.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia1018_utt4.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia182_utt9.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia664_utt4.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\dev\dia19_utt1.wav,meld,Ross,dev,anger,angry,0
data\raw\meld\audio\test\dia200_utt4.wav,meld,Joey,test,anger,angry,0
data\raw\meld\audio\train\dia428_utt4.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia905_utt9.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\test\dia25_utt16.wav,meld,Ross,test,anger,angry,0
data\raw\meld\audio\train\dia696_utt5.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\test\dia125_utt19.wav,meld,Joey,test,anger,angry,0
data\raw\meld\audio\test\dia147_utt5.wav,meld,Monica,test,anger,angry,0
data\raw\meld\audio\dev\dia85_utt10.wav,meld,Chandler,dev,anger,angry,0
data\raw\meld\audio\train\dia743_utt0.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\test\dia279_utt0.wav,meld,Monica,test,anger,angry,0
data\raw\meld\audio\train\dia451_utt7.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\dev\dia50_utt2.wav,meld,The Dry Cleaner,dev,anger,angry,0
data\raw\meld\audio\train\dia876_utt0.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia545_utt11.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\test\dia113_utt6.wav,meld,Monica,test,anger,angry,0
data\raw\meld\audio\test\dia113_utt13.wav,meld,Joey,test,anger,angry,0
data\raw\meld\audio\train\dia366_utt2.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\test\dia13_utt7.wav,meld,Roger,test,anger,angry,0
data\raw\meld\audio\train\dia352_utt3.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia704_utt3.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia265_utt0.wav,meld,Janice,train,anger,angry,0
data\raw\meld\audio\train\dia39_utt16.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\dev\dia5_utt11.wav,meld,Ross,dev,anger,angry,0
data\raw\meld\audio\train\dia833_utt3.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia123_utt10.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\dev\dia19_utt7.wav,meld,Ross,dev,anger,angry,0
data\raw\meld\audio\train\dia328_utt1.wav,meld,Jill,train,anger,angry,0
data\raw\meld\audio\train\dia519_utt1.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia300_utt3.wav,meld,Lydia,train,anger,angry,0
data\raw\meld\audio\train\dia210_utt2.wav,meld,Richard,train,anger,angry,0
data\raw\meld\audio\train\dia295_utt13.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\test\dia179_utt0.wav,meld,Chandler,test,anger,angry,0
data\raw\meld\audio\train\dia666_utt9.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia884_utt8.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia696_utt7.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\test\dia169_utt2.wav,meld,Monica,test,anger,angry,0
data\raw\meld\audio\train\dia666_utt4.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\dev\dia111_utt0.wav,meld,Chandler,dev,anger,angry,0
data\raw\meld\audio\train\dia670_utt1.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia755_utt8.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia327_utt0.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia109_utt20.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia1025_utt7.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia792_utt12.wav,meld,Rachel/actress,train,anger,angry,0
data\raw\meld\audio\train\dia699_utt8.wav,meld,The Lurker,train,anger,angry,0
data\raw\meld\audio\test\dia65_utt9.wav,meld,Chandler,test,anger,angry,0
data\raw\meld\audio\train\dia448_utt10.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\test\dia272_utt5.wav,meld,Emily,test,anger,angry,0
data\raw\meld\audio\train\dia728_utt0.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia961_utt4.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia337_utt18.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia412_utt14.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia39_utt18.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia64_utt11.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia1035_utt5.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia615_utt8.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\test\dia0_utt1.wav,meld,Rachel,test,anger,angry,0
data\raw\meld\audio\train\dia946_utt9.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia459_utt1.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia156_utt3.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia123_utt8.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia809_utt14.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia1007_utt11.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\test\dia279_utt7.wav,meld,Ross,test,anger,angry,0
data\raw\meld\audio\dev\dia105_utt2.wav,meld,Monica,dev,anger,angry,0
data\raw\meld\audio\train\dia745_utt11.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia786_utt2.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia184_utt10.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia51_utt9.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\test\dia137_utt14.wav,meld,Joey,test,anger,angry,0
data\raw\meld\audio\train\dia145_utt12.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia1026_utt11.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\dev\dia49_utt7.wav,meld,Phoebe,dev,anger,angry,0
data\raw\meld\audio\train\dia523_utt12.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\test\dia73_utt8.wav,meld,Ross,test,anger,angry,0
data\raw\meld\audio\train\dia947_utt4.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia200_utt6.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia431_utt12.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia836_utt10.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia828_utt0.wav,meld,Woman,train,anger,angry,0
data\raw\meld\audio\train\dia272_utt3.wav,meld,Hitchhiker,train,anger,angry,0
data\raw\meld\audio\test\dia200_utt3.wav,meld,Joey,test,anger,angry,0
data\raw\meld\audio\dev\dia11_utt4.wav,meld,Phoebe,dev,anger,angry,0
data\raw\meld\audio\train\dia295_utt7.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\test\dia98_utt6.wav,meld,Monica,test,anger,angry,0
data\raw\meld\audio\train\dia699_utt13.wav,meld,The Security Guard,train,anger,angry,0
data\raw\meld\audio\dev\dia14_utt4.wav,meld,Bob,dev,anger,angry,0
data\raw\meld\audio\train\dia451_utt1.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia596_utt21.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\dev\dia49_utt9.wav,meld,Phoebe,dev,anger,angry,0
data\raw\meld\audio\train\dia336_utt7.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia654_utt3.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia251_utt0.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia704_utt2.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia994_utt3.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia1007_utt3.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia528_utt5.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia374_utt8.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia996_utt4.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia431_utt14.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\test\dia140_utt11.wav,meld,Joey,test,anger,angry,0
data\raw\meld\audio\train\dia804_utt8.wav,meld,Mr. Treeger,train,anger,angry,0
data\raw\meld\audio\train\dia332_utt12.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\test\dia234_utt5.wav,meld,Tommy,test,anger,angry,0
data\raw\meld\audio\train\dia936_utt17.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\test\dia156_utt15.wav,meld,Chandler,test,anger,angry,0
data\raw\meld\audio\train\dia828_utt3.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia295_utt21.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia168_utt9.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\test\dia279_utt1.wav,meld,Rachel,test,anger,angry,0
data\raw\meld\audio\train\dia374_utt9.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\test\dia36_utt1.wav,meld,Monica,test,anger,angry,0
data\raw\meld\audio\train\dia39_utt3.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia772_utt1.wav,meld,Dr. Drake Remoray,train,anger,angry,0
data\raw\meld\audio\train\dia486_utt10.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\test\dia17_utt31.wav,meld,Rachel,test,anger,angry,0
data\raw\meld\audio\train\dia546_utt8.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\dev\dia16_utt7.wav,meld,Ross,dev,anger,angry,0
data\raw\meld\audio\test\dia213_utt0.wav,meld,Chandler,test,anger,angry,0
data\raw\meld\audio\dev\dia30_utt16.wav,meld,Phoebe,dev,anger,angry,0
data\raw\meld\audio\train\dia405_utt2.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia599_utt5.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia1018_utt15.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia118_utt4.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\dev\dia26_utt14.wav,meld,Rachel,dev,anger,angry,0
data\raw\meld\audio\train\dia572_utt20.wav,meld,Evil Bitch,train,anger,angry,0
data\raw\meld\audio\train\dia841_utt16.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia173_utt8.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\test\dia211_utt2.wav,meld,The Dry Cleaner,test,anger,angry,0
data\raw\meld\audio\train\dia509_utt4.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia374_utt13.wav,meld,Woman,train,anger,angry,0
data\raw\meld\audio\dev\dia82_utt3.wav,meld,Joey,dev,anger,angry,0
data\raw\meld\audio\train\dia68_utt0.wav,meld,Director,train,anger,angry,0
data\raw\meld\audio\train\dia480_utt9.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\test\dia169_utt6.wav,meld,Phoebe,test,anger,angry,0
data\raw\meld\audio\test\dia210_utt1.wav,meld,Chandler,test,anger,angry,0
data\raw\meld\audio\dev\dia19_utt13.wav,meld,Susan,dev,anger,angry,0
data\raw\meld\audio\train\dia651_utt10.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\test\dia59_utt2.wav,meld,Rachel,test,anger,angry,0
data\raw\meld\audio\train\dia573_utt8.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia195_utt8.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia11_utt1.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia996_utt8.wav,meld,Emily,train,anger,angry,0
data\raw\meld\audio\train\dia853_utt1.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia530_utt12.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia960_utt0.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia317_utt3.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\dev\dia76_utt9.wav,meld,Chandler,dev,anger,angry,0
data\raw\meld\audio\train\dia332_utt7.wav,meld,Mona,train,anger,angry,0
data\raw\meld\audio\train\dia573_utt10.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia248_utt1.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia592_utt9.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\dev\dia17_utt4.wav,meld,Rachel,dev,anger,angry,0
data\raw\meld\audio\train\dia1018_utt8.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia195_utt14.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia481_utt12.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\test\dia68_utt1.wav,meld,Joey,test,anger,angry,0
data\raw\meld\audio\train\dia459_utt11.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia256_utt13.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia374_utt12.wav,meld,Woman,train,anger,angry,0
data\raw\meld\audio\test\dia95_utt9.wav,meld,Ross,test,anger,angry,0
data\raw\meld\audio\train\dia770_utt5.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia498_utt6.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\train\dia532_utt7.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia861_utt8.wav,meld,Monica,train,anger,angry,0
data\raw\meld\audio\dev\dia30_utt14.wav,meld,Phoebe,dev,anger,angry,0
data\raw\meld\audio\train\dia963_utt3.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia1022_utt16.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\test\dia112_utt7.wav,meld,Phoebe,test,anger,angry,0
data\raw\meld\audio\train\dia537_utt3.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia241_utt0.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\dev\dia72_utt11.wav,meld,Phoebe,dev,anger,angry,0
data\raw\meld\audio\train\dia46_utt6.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia63_utt5.wav,meld,Chandler,train,anger,angry,0
data\raw\meld\audio\train\dia264_utt7.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia518_utt0.wav,meld,Kate,train,anger,angry,0
data\raw\meld\audio\train\dia525_utt4.wav,meld,Monica and Phoebe,train,anger,angry,0
data\raw\meld\audio\test\dia60_utt5.wav,meld,Janice,test,anger,angry,0
data\raw\meld\audio\train\dia279_utt4.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia39_utt1.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia92_utt0.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia944_utt1.wav,meld,Joey,train,anger,angry,0
data\raw\meld\audio\train\dia94_utt6.wav,meld,Joanna,train,anger,angry,0
data\raw\meld\audio\train\dia615_utt22.wav,meld,Rachel,train,anger,angry,0
data\raw\meld\audio\train\dia109_utt3.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia873_utt5.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia430_utt0.wav,meld,Ross,train,anger,angry,0
data\raw\meld\audio\train\dia572_utt10.wav,meld,Evil Bitch,train,anger,angry,0
data\raw\meld\audio\train\dia482_utt9.wav,meld,Phoebe,train,anger,angry,0
data\raw\meld\audio\train\dia794_utt6.wav,meld,Ross,train,anger,angry,0
